Station_Name,Date,Year,Month,Month_Name,Season,City,State,City_Tier,Latitude,Longitude,AQI,AQI_Bucket,AQI_Risk_Level,AQI_Improvement_Rate,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,Prominent_Pollutant,PM25_Standard_Exceeded,PM10_Standard_Exceeded,BOD,DO,pH,Coliform_Count,Fecal_Coliform,Total_Coliform,Water_Contamination_Index,Water_Quality_Status,Water_Body_Type,River_Name,BOD_Standard_Exceeded,DO_Standard_Below,All_Vehicles,Vehicular_Emission,Adjusted_Vehicular_Emission,Veh_Reduction_Pct,Vehicular_Emission_Reduction_Scenario,Industry_Name,Industry_Sector,CO2_Emissions,SO2_Emissions,NOx_Emissions,Total_Industrial_Emission,Industry_Emission_Rank,Population_Density,GDP_Cr,Pollution_per_Capita,Pollution_vs_GDP_Ratio,Public_Transport_Usage_Percent,NCAP_Flag,River_Pollution_Rank,Relative_Humidity_Pct,Temperature_C,Scenario_Label
"Town Hall, Amritsar - PPCB",4/26/2020,2020,4,Apr,Summer,Amritsar,Punjab,2,31.63,74.87,60,Satisfactory,Low,4.96,14.78,54.18,19.74,15.44,29.59,12.11,0.69,11.17,43.02,1.3,1.1,5.05,PM10,No,No,2.985,9.685,7.42,226,113,1049.5,1.85,Acceptable,River,Beas,No,No,2719406,2368850,2175524.5,0,Vehicular Reduction 20%,Textiles,Agro-Industry,209469,363,467,210177,1.5,4714,892346,44.585,0.24097,13.5,Yes,2,51.5,30.4,NCAP-Scenario
"Town Hall, Amritsar - PPCB",4/27/2020,2020,4,Apr,Summer,Amritsar,Punjab,2,31.63,74.87,51,Satisfactory,Low,4.96,11.2,42.21,38.1,32.33,46.31,19.36,0.75,6.42,44.12,1.25,1.06,8.48,O3,No,No,2.985,9.685,7.42,226,113,1049.5,1.85,Acceptable,River,Beas,No,No,2719406,2368850,2175524.5,0,Vehicular Reduction 20%,Textiles,Agro-Industry,209469,363,467,210177,1.5,4714,892346,44.585,0.24097,13.5,Yes,2,51.5,30.4,NCAP-Scenario
"Town Hall, Amritsar - PPCB",4/28/2020,2020,4,Apr,Summer,Amritsar,Punjab,2,31.63,74.87,56,Satisfactory,Low,4.96,13.63,52.77,28.22,21.57,37.97,14.54,0.79,7.08,43.57,1.3,1.1,8.81,PM10,No,No,2.985,9.685,7.42,226,113,1049.5,1.85,Acceptable,River,Beas,No,No,2719406,2368850,2175524.5,0,Vehicular Reduction 20%,Textiles,Agro-Industry,209469,363,467,210177,1.5,4714,892346,44.585,0.24097,13.5,Yes,2,51.5,30.4,NCAP-Scenario
"Town Hall, Amritsar - PPCB",4/29/2020,2020,4,Apr,Summer,Amritsar,Punjab,2,31.63,74.87,72,Satisfactory,Low,4.96,24.61,86.73,26.75,19.19,36.02,14.53,0.76,9,43.57,1.3,1.1,8.72,PM10,No,No,2.985,9.685,7.42,226,113,1049.5,1.85,Acceptable,River,Beas,No,No,2719406,2368850,2175524.5,0,Vehicular Reduction 20%,Textiles,Agro-Industry,209469,363,467,210177,1.5,4714,892346,44.585,0.24097,13.5,Yes,2,51.5,30.4,NCAP-Scenario
"Town Hall, Amritsar - PPCB",4/30/2020,2020,4,Apr,Summer,Amritsar,Punjab,2,31.63,74.87,102,Moderate,Moderate,4.96,23.98,112.59,25.07,17.26,34.95,13.57,0.76,8.5,43.57,1.3,1.1,8.81,PM10,No,Yes,2.985,9.685,7.42,226,113,1049.5,1.85,Acceptable,River,Beas,No,No,2719406,2368850,2175524.5,0,Vehicular Reduction 20%,Textiles,Agro-Industry,209469,363,467,210177,1.5,4714,892346,44.585,0.24097,13.5,Yes,2,51.5,30.4,NCAP-Scenario
"Town Hall, Amritsar - PPCB",5/1/2020,2020,5,May,Summer,Amritsar,Punjab,2,31.63,74.87,118,Moderate,Moderate,-0.585,32.01,141.16,20.93,14.93,30.16,12.8,0.78,9.5,43.57,1.3,1.1,8.72,PM10,No,Yes,2.57,9.225,8.04,298,149,1795.5,1.82,Acceptable,River,Beas,No,No,2719406,2368850,2175524.5,10,Vehicular Reduction 20%,Textiles,Agro-Industry,209469,363,467,210177,5,4645,892346,45.46,0.24097,22,Yes,5,41.5,28.35,NCAP-Scenario
"Town Hall, Amritsar - PPCB",5/2/2020,2020,5,May,Summer,Amritsar,Punjab,2,31.63,74.87,118,Moderate,Moderate,-0.585,28.37,114.11,20.75,16.36,29.69,12.73,0.63,8.45,43.57,1.29,1.09,8.72,PM10,No,Yes,2.57,9.225,8.04,298,149,1795.5,1.82,Acceptable,River,Beas,No,No,2719406,2368850,2175524.5,10,Vehicular Reduction 20%,Textiles,Agro-Industry,209469,363,467,210177,5,4645,892346,45.46,0.24097,22,Yes,5,41.5,28.35,NCAP-Scenario
"Town Hall, Amritsar - PPCB",5/3/2020,2020,5,May,Summer,Amritsar,Punjab,2,31.63,74.87,91,Satisfactory,Low,-0.585,15.46,65.47,23.93,18.66,35.6,13.06,0.78,7.07,26.82,1.29,1.09,8.72,PM10,No,No,2.57,9.225,8.04,298,149,1795.5,1.82,Acceptable,River,Beas,No,No,2719406,2368850,2175524.5,10,Vehicular Reduction 20%,Textiles,Agro-Industry,209469,363,467,210177,5,4645,892346,45.46,0.24097,22,Yes,5,41.5,28.35,NCAP-Scenario
"Town Hall, Amritsar - PPCB",5/4/2020,2020,5,May,Summer,Amritsar,Punjab,2,31.63,74.87,61,Satisfactory,Low,-0.585,19.64,72.31,19.2,16.05,28.92,12.8,0.81,8.64,27.11,1.29,1.09,8.67,PM10,No,No,2.57,9.225,8.04,298,149,1795.5,1.82,Acceptable,River,Beas,No,No,2719406,2368850,2175524.5,10,Vehicular Reduction 20%,Textiles,Agro-Industry,209469,363,467,210177,5,4645,892346,45.46,0.24097,22,Yes,5,41.5,28.35,NCAP-Scenario
"Town Hall, Amritsar - PPCB",5/5/2020,2020,5,May,Summer,Amritsar,Punjab,2,31.63,74.87,77,Satisfactory,Low,-0.585,18.81,74.73,19.59,14.69,29.97,12.13,0.73,7.44,27.1,1.3,1.1,8.72,PM10,No,No,2.57,9.225,8.04,298,149,1795.5,1.82,Acceptable,River,Beas,No,No,2719406,2368850,2175524.5,10,Vehicular Reduction 20%,Textiles,Agro-Industry,209469,363,467,210177,5,4645,892346,45.46,0.24097,22,Yes,5,41.5,28.35,NCAP-Scenario
"Town Hall, Amritsar - PPCB",5/6/2020,2020,5,May,Summer,Amritsar,Punjab,2,31.63,74.87,75,Satisfactory,Low,-0.585,23.32,76.19,19.26,12.39,28.6,12.35,0.82,10.3,27.11,1.3,1.1,8.72,PM10,No,No,2.57,9.225,8.04,298,149,1795.5,1.82,Acceptable,River,Beas,No,No,2719406,2368850,2175524.5,10,Vehicular Reduction 20%,Textiles,Agro-Industry,209469,363,467,210177,5,4645,892346,45.46,0.24097,22,Yes,5,41.5,28.35,NCAP-Scenario
"Town Hall, Amritsar - PPCB",5/7/2020,2020,5,May,Summer,Amritsar,Punjab,2,31.63,74.87,60,Satisfactory,Low,-0.585,18.39,48.21,33.61,26.95,39.88,18.62,0.73,8.99,37.82,1.23,1.04,8.23,PM10,No,No,2.57,9.225,8.04,298,149,1795.5,1.82,Acceptable,River,Beas,No,No,2719406,2368850,2175524.5,10,Vehicular Reduction 20%,Textiles,Agro-Industry,209469,363,467,210177,5,4645,892346,45.46,0.24097,22,Yes,5,41.5,28.35,NCAP-Scenario
"Town Hall, Amritsar - PPCB",5/8/2020,2020,5,May,Summer,Amritsar,Punjab,2,31.63,74.87,71,Satisfactory,Low,-0.585,34,83.68,30.38,24.27,39.73,15.15,0.83,10.06,43.77,1.3,1.1,8.81,PM10,No,No,2.57,9.225,8.04,298,149,1795.5,1.82,Acceptable,River,Beas,No,No,2719406,2368850,2175524.5,10,Vehicular Reduction 20%,Textiles,Agro-Industry,209469,363,467,210177,5,4645,892346,45.46,0.24097,22,Yes,5,41.5,28.35,NCAP-Scenario
"Town Hall, Amritsar - PPCB",5/9/2020,2020,5,May,Summer,Amritsar,Punjab,2,31.63,74.87,87,Satisfactory,Low,-0.585,37.31,87.52,22.45,18.78,31.81,13.86,0.75,10.47,43.73,1.29,1.09,8.72,PM10,No,No,2.57,9.225,8.04,298,149,1795.5,1.82,Acceptable,River,Beas,No,No,2719406,2368850,2175524.5,10,Vehicular Reduction 20%,Textiles,Agro-Industry,209469,363,467,210177,5,4645,892346,45.46,0.24097,22,Yes,5,41.5,28.35,NCAP-Scenario
"Town Hall, Amritsar - PPCB",5/10/2020,2020,5,May,Summer,Amritsar,Punjab,2,31.63,74.87,94,Satisfactory,Low,-0.585,39.62,91.93,20.3,13.69,30.2,12.41,0.7,10.16,43.77,1.3,1.1,8.82,PM10,No,No,2.57,9.225,8.04,298,149,1795.5,1.82,Acceptable,River,Beas,No,No,2719406,2368850,2175524.5,10,Vehicular Reduction 20%,Textiles,Agro-Industry,209469,363,467,210177,5,4645,892346,45.46,0.24097,22,Yes,5,41.5,28.35,NCAP-Scenario
"Town Hall, Amritsar - PPCB",5/11/2020,2020,5,May,Summer,Amritsar,Punjab,2,31.63,74.87,75,Satisfactory,Low,-0.585,32.14,70.6,20.67,15.65,30.08,12.66,0.67,7.82,43.77,1.3,1.1,8.72,PM10,No,No,2.57,9.225,8.04,298,149,1795.5,1.82,Acceptable,River,Beas,No,No,2719406,2368850,2175524.5,10,Vehicular Reduction 20%,Textiles,Agro-Industry,209469,363,467,210177,5,4645,892346,45.46,0.24097,22,Yes,5,41.5,28.35,NCAP-Scenario
"Town Hall, Amritsar - PPCB",5/12/2020,2020,5,May,Summer,Amritsar,Punjab,2,31.63,74.87,61,Satisfactory,Low,-0.585,24.59,49.58,21.79,16.79,30.38,13.27,0.82,9.74,43.77,1.3,1.1,8.82,PM10,No,No,2.57,9.225,8.04,298,149,1795.5,1.82,Acceptable,River,Beas,No,No,2719406,2368850,2175524.5,10,Vehicular Reduction 20%,Textiles,Agro-Industry,209469,363,467,210177,5,4645,892346,45.46,0.24097,22,Yes,5,41.5,28.35,NCAP-Scenario
"Town Hall, Amritsar - PPCB",5/13/2020,2020,5,May,Summer,Amritsar,Punjab,2,31.63,74.87,67,Satisfactory,Low,-0.585,44.76,86.65,19.55,15.63,30.07,12.96,0.74,9.08,43.77,1.27,1.08,8.63,PM10,No,No,2.57,9.225,8.04,298,149,1795.5,1.82,Acceptable,River,Beas,No,No,2719406,2368850,2175524.5,10,Vehicular Reduction 20%,Textiles,Agro-Industry,209469,363,467,210177,5,4645,892346,45.46,0.24097,22,Yes,5,41.5,28.35,NCAP-Scenario
"Town Hall, Amritsar - PPCB",5/14/2020,2020,5,May,Summer,Amritsar,Punjab,2,31.63,74.87,95,Satisfactory,Low,-0.585,42.22,78.34,21.56,15.84,32.32,12.57,0.61,9.03,43.77,1.3,1.1,8.81,PM10,No,No,2.57,9.225,8.04,298,149,1795.5,1.82,Acceptable,River,Beas,No,No,2719406,2368850,2175524.5,10,Vehicular Reduction 20%,Textiles,Agro-Industry,209469,363,467,210177,5,4645,892346,45.46,0.24097,22,Yes,5,41.5,28.35,NCAP-Scenario
"Town Hall, Amritsar - PPCB",5/15/2020,2020,5,May,Summer,Amritsar,Punjab,2,31.63,74.87,52,Satisfactory,Low,-0.585,21.61,43.74,22.88,15.94,32.43,12.76,0.91,9.9,43.77,1.3,1.1,8.72,O3,No,No,2.57,9.225,8.04,298,149,1795.5,1.82,Acceptable,River,Beas,No,No,2719406,2368850,2175524.5,10,Vehicular Reduction 20%,Textiles,Agro-Industry,209469,363,467,210177,5,4645,892346,45.46,0.24097,22,Yes,5,41.5,28.35,NCAP-Scenario
"Town Hall, Amritsar - PPCB",5/16/2020,2020,5,May,Summer,Amritsar,Punjab,2,31.63,74.87,61,Satisfactory,Low,-0.585,35.91,69.27,20.01,14.83,29.75,12.49,0.75,9.26,43.77,1.3,1.1,8.81,PM10,No,No,2.57,9.225,8.04,298,149,1795.5,1.82,Acceptable,River,Beas,No,No,2719406,2368850,2175524.5,10,Vehicular Reduction 20%,Textiles,Agro-Industry,209469,363,467,210177,5,4645,892346,45.46,0.24097,22,Yes,5,41.5,28.35,NCAP-Scenario
"Town Hall, Amritsar - PPCB",5/17/2020,2020,5,May,Summer,Amritsar,Punjab,2,31.63,74.87,75,Satisfactory,Low,-0.585,39.96,77.29,20.35,15.98,30.7,12.66,0.75,11.8,43.77,1.3,1.1,8.81,PM10,No,No,2.57,9.225,8.04,298,149,1795.5,1.82,Acceptable,River,Beas,No,No,2719406,2368850,2175524.5,10,Vehicular Reduction 20%,Textiles,Agro-Industry,209469,363,467,210177,5,4645,892346,45.46,0.24097,22,Yes,5,41.5,28.35,NCAP-Scenario
"Town Hall, Amritsar - PPCB",5/18/2020,2020,5,May,Summer,Amritsar,Punjab,2,31.63,74.87,76,Satisfactory,Low,-0.585,44.56,76.97,22.31,17.48,27.56,12.49,0.67,26.68,43.77,1.06,0.89,6.88,PM10,No,No,2.57,9.225,8.04,298,149,1795.5,1.82,Acceptable,River,Beas,No,No,2719406,2368850,2175524.5,10,Vehicular Reduction 20%,Textiles,Agro-Industry,209469,363,467,210177,5,4645,892346,45.46,0.24097,22,Yes,5,41.5,28.35,NCAP-Scenario
"Town Hall, Amritsar - PPCB",5/19/2020,2020,5,May,Summer,Amritsar,Punjab,2,31.63,74.87,65,Satisfactory,Low,-0.585,34.55,59.21,21.5,14.96,30.21,12.55,0.69,22.25,52.91,1.3,1.1,8.81,PM10,No,No,2.57,9.225,8.04,298,149,1795.5,1.82,Acceptable,River,Beas,No,No,2719406,2368850,2175524.5,10,Vehicular Reduction 20%,Textiles,Agro-Industry,209469,363,467,210177,5,4645,892346,45.46,0.24097,22,Yes,5,41.5,28.35,NCAP-Scenario
"Town Hall, Amritsar - PPCB",5/20/2020,2020,5,May,Summer,Amritsar,Punjab,2,31.63,74.87,68,Satisfactory,Low,-0.585,43.35,68.58,21.26,15,30.04,12.84,0.69,11.86,64.78,1.3,1.1,8.72,PM10,No,No,2.57,9.225,8.04,298,149,1795.5,1.82,Acceptable,River,Beas,No,No,2719406,2368850,2175524.5,10,Vehicular Reduction 20%,Textiles,Agro-Industry,209469,363,467,210177,5,4645,892346,45.46,0.24097,22,Yes,5,41.5,28.35,NCAP-Scenario
"Town Hall, Amritsar - PPCB",5/21/2020,2020,5,May,Summer,Amritsar,Punjab,2,31.63,74.87,80,Satisfactory,Low,-0.585,52.58,81.31,20.08,15.55,30.04,12.53,0.68,10.76,64.78,1.3,1.1,8.82,PM10,No,No,2.57,9.225,8.04,298,149,1795.5,1.82,Acceptable,River,Beas,No,No,2719406,2368850,2175524.5,10,Vehicular Reduction 20%,Textiles,Agro-Industry,209469,363,467,210177,5,4645,892346,45.46,0.24097,22,Yes,5,41.5,28.35,NCAP-Scenario
"Town Hall, Amritsar - PPCB",5/22/2020,2020,5,May,Summer,Amritsar,Punjab,2,31.63,74.87,115,Moderate,Moderate,-0.585,68.2,113.31,19.12,13.29,29.59,12.35,0.62,23.16,41.89,1.29,1.09,8.72,PM10,Yes,Yes,2.57,9.225,8.04,298,149,1795.5,1.82,Acceptable,River,Beas,No,No,2719406,2368850,2175524.5,10,Vehicular Reduction 20%,Textiles,Agro-Industry,209469,363,467,210177,5,4645,892346,45.46,0.24097,22,Yes,5,41.5,28.35,NCAP-Scenario
"Town Hall, Amritsar - PPCB",5/23/2020,2020,5,May,Summer,Amritsar,Punjab,2,31.63,74.87,106,Moderate,Moderate,-0.585,54.78,96.64,18.45,12.8,28.26,11.97,0.48,18.35,17,1.3,1.1,8.82,PM10,No,No,2.57,9.225,8.04,298,149,1795.5,1.82,Acceptable,River,Beas,No,No,2719406,2368850,2175524.5,10,Vehicular Reduction 20%,Textiles,Agro-Industry,209469,363,467,210177,5,4645,892346,45.46,0.24097,22,Yes,5,41.5,28.35,NCAP-Scenario
"Town Hall, Amritsar - PPCB",5/24/2020,2020,5,May,Summer,Amritsar,Punjab,2,31.63,74.87,74,Satisfactory,Low,-0.585,29.01,55.05,18.64,11.41,26.45,12.15,0.61,19.01,17,1.22,1.03,8.26,PM10,No,No,2.57,9.225,8.04,298,149,1795.5,1.82,Acceptable,River,Beas,No,No,2719406,2368850,2175524.5,10,Vehicular Reduction 20%,Textiles,Agro-Industry,209469,363,467,210177,5,4645,892346,45.46,0.24097,22,Yes,5,41.5,28.35,NCAP-Scenario
"Town Hall, Amritsar - PPCB",5/25/2020,2020,5,May,Summer,Amritsar,Punjab,2,31.63,74.87,69,Satisfactory,Low,-0.585,16.29,72.17,17.69,10.6,27.18,12.27,0.76,17.75,17,1.3,1.1,8.82,PM10,No,No,2.57,9.225,8.04,298,149,1795.5,1.82,Acceptable,River,Beas,No,No,2719406,2368850,2175524.5,10,Vehicular Reduction 20%,Textiles,Agro-Industry,209469,363,467,210177,5,4645,892346,45.46,0.24097,22,Yes,5,41.5,28.35,NCAP-Scenario
"Town Hall, Amritsar - PPCB",5/26/2020,2020,5,May,Summer,Amritsar,Punjab,2,31.63,74.87,81,Satisfactory,Low,-0.585,51.47,90.41,18.07,10.31,27.12,12.29,0.97,34.05,17,1.29,1.09,8.63,PM10,No,No,2.57,9.225,8.04,298,149,1795.5,1.82,Acceptable,River,Beas,No,No,2719406,2368850,2175524.5,10,Vehicular Reduction 20%,Textiles,Agro-Industry,209469,363,467,210177,5,4645,892346,45.46,0.24097,22,Yes,5,41.5,28.35,NCAP-Scenario
"Town Hall, Amritsar - PPCB",5/27/2020,2020,5,May,Summer,Amritsar,Punjab,2,31.63,74.87,77,Satisfactory,Low,-0.585,37.21,66.23,16.63,10.97,26.78,11.95,0.56,14.45,17,1.3,1.1,8.81,PM10,No,No,2.57,9.225,8.04,298,149,1795.5,1.82,Acceptable,River,Beas,No,No,2719406,2368850,2175524.5,10,Vehicular Reduction 20%,Textiles,Agro-Industry,209469,363,467,210177,5,4645,892346,45.46,0.24097,22,Yes,5,41.5,28.35,NCAP-Scenario
"Town Hall, Amritsar - PPCB",5/28/2020,2020,5,May,Summer,Amritsar,Punjab,2,31.63,74.87,81,Satisfactory,Low,-0.585,43.68,108.29,17.75,10.33,27.66,12.14,0.49,10.98,17,1.3,1.1,8.72,PM10,No,Yes,2.57,9.225,8.04,298,149,1795.5,1.82,Acceptable,River,Beas,No,No,2719406,2368850,2175524.5,10,Vehicular Reduction 20%,Textiles,Agro-Industry,209469,363,467,210177,5,4645,892346,45.46,0.24097,22,Yes,5,41.5,28.35,NCAP-Scenario
"Town Hall, Amritsar - PPCB",5/29/2020,2020,5,May,Summer,Amritsar,Punjab,2,31.63,74.87,67,Satisfactory,Low,-0.585,29.99,77.22,19.41,11.22,28.95,11.92,0.73,12.3,17,1.3,1.1,8.72,PM10,No,No,2.57,9.225,8.04,298,149,1795.5,1.82,Acceptable,River,Beas,No,No,2719406,2368850,2175524.5,10,Vehicular Reduction 20%,Textiles,Agro-Industry,209469,363,467,210177,5,4645,892346,45.46,0.24097,22,Yes,5,41.5,28.35,NCAP-Scenario
"Town Hall, Amritsar - PPCB",5/30/2020,2020,5,May,Summer,Amritsar,Punjab,2,31.63,74.87,63,Satisfactory,Low,-0.585,24.14,51.65,20.17,14.87,31.03,12.57,0.66,6.28,17,1.3,1.1,8.82,PM10,No,No,2.57,9.225,8.04,298,149,1795.5,1.82,Acceptable,River,Beas,No,No,2719406,2368850,2175524.5,10,Vehicular Reduction 20%,Textiles,Agro-Industry,209469,363,467,210177,5,4645,892346,45.46,0.24097,22,Yes,5,41.5,28.35,NCAP-Scenario
"Town Hall, Amritsar - PPCB",5/31/2020,2020,5,May,Summer,Amritsar,Punjab,2,31.63,74.87,48,Good,Low,-0.585,13.33,25.58,27.84,22.14,37.92,14.22,0.63,8.09,17,1.3,1.1,8.72,PM10,No,No,2.57,9.225,8.04,298,149,1795.5,1.82,Acceptable,River,Beas,No,No,2719406,2368850,2175524.5,10,Vehicular Reduction 20%,Textiles,Agro-Industry,209469,363,467,210177,5,4645,892346,45.46,0.24097,22,Yes,5,41.5,28.35,NCAP-Scenario
"Town Hall, Amritsar - PPCB",6/1/2020,2020,6,Jun,Monsoon,Amritsar,Punjab,2,31.63,74.87,43,Good,Low,1.28,19.12,33.74,30.02,39.8,34.58,17.15,0.71,11.8,22.8,1.23,1.04,8.33,NO2,No,No,3.23,6.62,7.73,628,314,1926,2.71,Moderately Polluted,River,Beas,Yes,No,2659520,2356852,2127616,0,Vehicular Reduction 20%,Textiles,Agro-Industry,211901,363,467,212487,2,4785,883592,44.44,0.251259,32,Yes,9,41,28.6,NCAP-Scenario
"Town Hall, Amritsar - PPCB",6/2/2020,2020,6,Jun,Monsoon,Amritsar,Punjab,2,31.63,74.87,65,Satisfactory,Low,1.28,26.84,152.97,23.06,21.62,34.76,13.99,0.68,17.71,28.48,1.3,1.1,8.81,PM10,No,Yes,3.23,6.62,7.73,628,314,1926,2.71,Moderately Polluted,River,Beas,Yes,No,2659520,2356852,2127616,0,Vehicular Reduction 20%,Textiles,Agro-Industry,211901,363,467,212487,2,4785,883592,44.44,0.251259,32,Yes,9,41,28.6,NCAP-Scenario
"Town Hall, Amritsar - PPCB",6/3/2020,2020,6,Jun,Monsoon,Amritsar,Punjab,2,31.63,74.87,478,Severe,Critical,1.28,26.72,486.99,20.32,12.54,29.09,12.08,0.58,10.48,36.15,1.3,1.1,8.72,PM10,No,Yes,3.23,6.62,7.73,628,314,1926,2.71,Moderately Polluted,River,Beas,Yes,No,2659520,2356852,2127616,0,Vehicular Reduction 20%,Textiles,Agro-Industry,211901,363,467,212487,2,4785,883592,44.44,0.251259,32,Yes,9,41,28.6,NCAP-Scenario
"Town Hall, Amritsar - PPCB",6/4/2020,2020,6,Jun,Monsoon,Amritsar,Punjab,2,31.63,74.87,193,Moderate,Moderate,1.28,30.13,167.85,20.82,15.08,28.88,13.01,0.74,16.68,33.88,1.22,1.03,8.27,PM10,No,Yes,3.23,6.62,7.73,628,314,1926,2.71,Moderately Polluted,River,Beas,Yes,No,2659520,2356852,2127616,0,Vehicular Reduction 20%,Textiles,Agro-Industry,211901,363,467,212487,2,4785,883592,44.44,0.251259,32,Yes,9,41,28.6,NCAP-Scenario
"Town Hall, Amritsar - PPCB",6/5/2020,2020,6,Jun,Monsoon,Amritsar,Punjab,2,31.63,74.87,56,Satisfactory,Low,1.28,20.75,29.73,24.69,21.48,34.62,14.25,0.72,10.49,40.04,1.3,1.1,8.82,O3,No,No,3.23,6.62,7.73,628,314,1926,2.71,Moderately Polluted,River,Beas,Yes,No,2659520,2356852,2127616,0,Vehicular Reduction 20%,Textiles,Agro-Industry,211901,363,467,212487,2,4785,883592,44.44,0.251259,32,Yes,9,41,28.6,NCAP-Scenario
"Town Hall, Amritsar - PPCB",6/6/2020,2020,6,Jun,Monsoon,Amritsar,Punjab,2,31.63,74.87,41,Good,Low,1.28,15.5,24.76,21.22,15.84,30.45,13.12,0.77,8.67,39.85,1.3,1.1,8.72,O3,No,No,3.23,6.62,7.73,628,314,1926,2.71,Moderately Polluted,River,Beas,Yes,No,2659520,2356852,2127616,0,Vehicular Reduction 20%,Textiles,Agro-Industry,211901,363,467,212487,2,4785,883592,44.44,0.251259,32,Yes,9,41,28.6,NCAP-Scenario
"Town Hall, Amritsar - PPCB",6/7/2020,2020,6,Jun,Monsoon,Amritsar,Punjab,2,31.63,74.87,42,Good,Low,1.28,26.99,43.07,21.13,15.1,30.36,12.77,0.59,6.56,40.04,1.3,1.1,8.81,PM10,No,No,3.23,6.62,7.73,628,314,1926,2.71,Moderately Polluted,River,Beas,Yes,No,2659520,2356852,2127616,0,Vehicular Reduction 20%,Textiles,Agro-Industry,211901,363,467,212487,2,4785,883592,44.44,0.251259,32,Yes,9,41,28.6,NCAP-Scenario
"Town Hall, Amritsar - PPCB",6/8/2020,2020,6,Jun,Monsoon,Amritsar,Punjab,2,31.63,74.87,51,Satisfactory,Low,1.28,27.07,59.04,19.32,13.52,27.74,12.57,0.59,8.56,39.64,1.29,1.09,8.63,PM10,No,No,3.23,6.62,7.73,628,314,1926,2.71,Moderately Polluted,River,Beas,Yes,No,2659520,2356852,2127616,0,Vehicular Reduction 20%,Textiles,Agro-Industry,211901,363,467,212487,2,4785,883592,44.44,0.251259,32,Yes,9,41,28.6,NCAP-Scenario
"Town Hall, Amritsar - PPCB",6/9/2020,2020,6,Jun,Monsoon,Amritsar,Punjab,2,31.63,74.87,77,Satisfactory,Low,1.28,29.6,84.35,17.94,11.23,25.93,12.1,0.57,12.01,23.47,1.3,1.1,8.82,PM10,No,No,3.23,6.62,7.73,628,314,1926,2.71,Moderately Polluted,River,Beas,Yes,No,2659520,2356852,2127616,0,Vehicular Reduction 20%,Textiles,Agro-Industry,211901,363,467,212487,2,4785,883592,44.44,0.251259,32,Yes,9,41,28.6,NCAP-Scenario
"Town Hall, Amritsar - PPCB",6/10/2020,2020,6,Jun,Monsoon,Amritsar,Punjab,2,31.63,74.87,80,Satisfactory,Low,1.28,28.73,76.37,17.59,10.65,25.98,12.21,0.55,13.47,23.47,1.3,1.1,8.72,PM10,No,No,3.23,6.62,7.73,628,314,1926,2.71,Moderately Polluted,River,Beas,Yes,No,2659520,2356852,2127616,0,Vehicular Reduction 20%,Textiles,Agro-Industry,211901,363,467,212487,2,4785,883592,44.44,0.251259,32,Yes,9,41,28.6,NCAP-Scenario
"Town Hall, Amritsar - PPCB",6/11/2020,2020,6,Jun,Monsoon,Amritsar,Punjab,2,31.63,74.87,79,Satisfactory,Low,1.28,31.56,87.65,16.76,9.4,25.22,11.99,0.72,11.08,23.47,1.3,1.1,8.82,PM10,No,No,3.23,6.62,7.73,628,314,1926,2.71,Moderately Polluted,River,Beas,Yes,No,2659520,2356852,2127616,0,Vehicular Reduction 20%,Textiles,Agro-Industry,211901,363,467,212487,2,4785,883592,44.44,0.251259,32,Yes,9,41,28.6,NCAP-Scenario
"Town Hall, Amritsar - PPCB",6/12/2020,2020,6,Jun,Monsoon,Amritsar,Punjab,2,31.63,74.87,89,Satisfactory,Low,1.28,27.87,96.72,16.68,9.17,24.32,12.01,0.71,12.02,30.79,1.29,1.09,8.53,PM10,No,No,3.23,6.62,7.73,628,314,1926,2.71,Moderately Polluted,River,Beas,Yes,No,2659520,2356852,2127616,0,Vehicular Reduction 20%,Textiles,Agro-Industry,211901,363,467,212487,2,4785,883592,44.44,0.251259,32,Yes,9,41,28.6,NCAP-Scenario
"Town Hall, Amritsar - PPCB",6/13/2020,2020,6,Jun,Monsoon,Amritsar,Punjab,2,31.63,74.87,104,Moderate,Moderate,1.28,24.76,93.78,16.61,8.31,24.6,11.93,0.65,10.76,32.52,1.3,1.1,8.82,PM10,No,No,3.23,6.62,7.73,628,314,1926,2.71,Moderately Polluted,River,Beas,Yes,No,2659520,2356852,2127616,0,Vehicular Reduction 20%,Textiles,Agro-Industry,211901,363,467,212487,2,4785,883592,44.44,0.251259,32,Yes,9,41,28.6,NCAP-Scenario
"Town Hall, Amritsar - PPCB",6/14/2020,2020,6,Jun,Monsoon,Amritsar,Punjab,2,31.63,74.87,87,Satisfactory,Low,1.28,31.92,96.98,15.92,8.01,23.81,12.06,0.69,10.86,32.52,1.3,1.1,8.72,PM10,No,No,3.23,6.62,7.73,628,314,1926,2.71,Moderately Polluted,River,Beas,Yes,No,2659520,2356852,2127616,0,Vehicular Reduction 20%,Textiles,Agro-Industry,211901,363,467,212487,2,4785,883592,44.44,0.251259,32,Yes,9,41,28.6,NCAP-Scenario
