id,Station_Name,Date,Year,Month,Month_Name,Season,City,State,City_Tier,Latitude,Longitude,AQI,AQI_Bucket,AQI_Risk_Level,AQI_Improvement_Rate,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,Prominent_Pollutant,PM25_Standard_Exceeded,PM10_Standard_Exceeded,BOD,DO,pH,Coliform_Count,Fecal_Coliform,Total_Coliform,Water_Contamination_Index,Water_Quality_Status,Water_Body_Type,River_Name,BOD_Standard_Exceeded,DO_Standard_Below,All_Vehicles,Vehicular_Emission,Adjusted_Vehicular_Emission,Veh_Reduction_Pct,Vehicular_Emission_Reduction_Scenario,Industry_Name,Industry_Sector,CO2_Emissions,SO2_Emissions,NOx_Emissions,Total_Industrial_Emission,Industry_Emission_Rank,Population_Density,GDP_Cr,Pollution_per_Capita,Pollution_vs_GDP_Ratio,Public_Transport_Usage_Percent,NCAP_Flag,River_Pollution_Rank,Relative_Humidity_Pct,Temperature_C
3131,"Vikas Sadan, Gurugram - Hspcb",2018-09-21,2018,9.0,Sep,Monsoon,Gurugram,Haryana,1.0,28.46,77.03,92.0,Satisfactory,Low,-2.77,42.58,76.93,13.59,24.47,26.0,20.07,0.98,6.43,32.47,0.34,5.22,2.72,Pm10,No,No,4.32,4.25,8.22,1088.0,7357.0,17536.0,4.01,Moderately Polluted,River,Sahibi,Yes,No,2658674.5,2412065.0,128052.4,0.0,Baseline,Automobile,Automobile,433514.0,42795.0,69869.0,546178.0,13.0,298463.0,1468800.0,0.3641,0.0,63.0,No,3.0,55.0,39.1
34124,"Rabindra Sarani, Kolkata - Wbpcb",2020-01-06,2020,1.0,Jan,Winter,Kolkata,West Bengal,1.0,22.57,88.36,217.0,Poor,High,2.47,94.41,179.61,85.61,47.39,132.87,31.25,1.66,12.34,32.47,34.21,41.75,4.56,Pm10,Yes,Yes,4.36,5.89,7.83,21059.0,9478.0,395164.0,3.96,Heavily Polluted,River,Hooghly,Yes,No,6160460.0,5118916.0,4928368.0,20.0,Vehicular Reduction 20%,Heavy Engineering,Manufacturing,174452.0,396.0,533.0,175381.0,7.0,11664.0,12750541.0,12.6789,0.012942,40.0,Yes,9.0,48.0,31.5
11309,"Satellite, Ahmedabad - Gpcb",2016-09-13,2016,9.0,Sep,Monsoon,Ahmedabad,Gujrat,1.0,23.03,72.59,250.0,Poor,High,-3.42,53.08,80.39,10.07,10.68,21.06,16.27,10.07,18.22,32.47,1.11,6.64,1.82,Pm10,No,No,3.51,4.9,7.85,57.0,25.0,2662.0,2.67,Moderately Polluted,River,Sabarmati,Yes,No,5254903.0,4441789.0,5254903.0,0.0,Baseline,Pharmaceuticals,Manufacturing,175999.0,292.0,559.0,176909.0,3.0,10399.0,6031314.0,16.63,0.028679,40.0,No,8.0,47.0,17.8
7383,"Btm Layout, Bengaluru - Kspcb",2017-07-15,2017,7.0,Jul,Monsoon,Bengaluru,Karnataka,1.0,12.97,77.59,82.0,Satisfactory,Low,-6.93,53.08,112.32,16.15,32.43,0.0,26.88,0.6,10.78,47.14,0.73,0.57,1.03,Pm10,No,Yes,6.315,4.4,7.98499999999999,43240.0,18890.0,1719.0,4.54,Severely Polluted,River,Arkavathi,Yes,No,8021962.0,7118477.5,8021962.0,0.0,Baseline,IT/Electronics,Power,627065.0,1035.0,1041.5,629141.5,4.0,4705.0,2776570.0,133.42,0.22635,40.0,No,3.5,65.5,25.9
28840,"Civil Hospital, Shillong - Mpcb",2019-11-09,2019,11.0,Nov,Monsoon,Shillong,Meghalaya,3.0,25.58,91.89,29.0,Good,Moderate,-0.6,53.08,15.63,11.63,1.84,0.68,1.88,0.98,4.1,16.45,0.3,0.26,1.03,O3,No,No,1.58,7.07,7.11,3596.0,1645.0,14101.0,2.21,Acceptable,River,Umiam,No,No,2658674.5,6816.0,6475.2,0.0,Baseline,Handicrafts,Handicrafts,40759.0,6061.0,4818.0,51638.0,15.0,64174.0,1938507.5,0.1475,0.0,37.0,No,20.0,73.0,6.9
30274,"Btm Layout, Bengaluru - Kspcb",2018-09-04,2018,9.0,Sep,Monsoon,Bengaluru,Karnataka,1.0,12.97,77.59,76.0,Satisfctory,Low,0.04,32.78,97.0,21.82,23.99,37.81,21.32,0.91,10.78,18.24,0.97,3.29,1.03,Pm10,Yes,No,4.91,4.9,7.498,32624.0,20997.0,2360.0,3.605,Severely Polluted,River,Arkavathi,Yes,Yes,8499009.0,7458218.0,8499009.0,0.0,Baseline,IT/Electronics,Manufacturing,197498.0,420.0,310.0,225443.0,3.0,4868.0,3214242.0,46.4,0.076309,49.0,No,8.0,71.0,26.3
34169,"Bollaram, Hyderabad - Tspcb",2016-01-23,2016,1.0,Jan,Monsoon,Hyderabad,Telangana,1.0,17.39,78.49,118.0,Modrate,Moderate,3.96,66.16,97.42,5.23,13.23,17.06,10.5,0.99,8.42,48.7,0.48,3.42,0.09,Pm10,Yes,No,4.83,4.065,8.315,267.0,25.0,464556.0,3.595,Heavily Polluted,River,Musi,Yes,No,6364268.0,5617085.0,6364268.0,0.0,Baseline,Pharma/Chemical,Chemical,197498.0,312.0,500.0,163637.5,6.0,19926.0,7754789.5,8.22,0.021263,40.0,No,8.5,53.5,25.9
20649,"Alandur, Chennai - Tnpcb",2018-01-08,2018,1.0,Jan,Winter,Chennai,Tamil Nadu,1.0,13.08,80.27,124.0,Moderate,Moderate,-1.72,75.69,61.8,7.85,16.08,13.71,140.2,0.0,14.31,48.76,1.07,2.55,1.03,Pm2.5,Yes,No,15.59,3.37,6.8,3596.0,5520.0,2398.0,4.75,Severely Polluted,River,Cooum,Yes,Yes,6889175.0,5826319.0,2559808.0,0.0,Baseline,Automobile,Manufacturing,171651.0,214.0,355.0,202502.0,8.0,28579.0,19178526.0,6.08,0.009277,53.0,No,4.0,58.0,25.2
15891,"Civic Centre, Brajrajnagar - Ospcb",2017-08-15,2017,6.0,Aug,Monsooon,Brajrajnagar,Odisha,3.0,21.82,78.49,123.0,Moderate,Moderate,4.96,53.08,64.94,8.63,21.57,28.04,10.41,3.18,10.78,75.45,2.6,2.55,1.56,O3,No,No,3.276,4.9,6.647,2567.0,1284.0,6931.0,0.88,Good,River,Ib,Yes,No,282481.0,240109.0,2559808.0,0.0,Baseline,Coal/Power,Coal/Power,197498.0,71.0,1801.0,44871.0,25.0,7872.0,75806.0,5.7001,0.591919,59.0,No,6.0,73.0,25.31
700,"Bandra, Mumbai - Mpcb",2020-09-15,2020,9.0,May,Monsoon,Shillong,Meghalaya,3.0,25.58,91.89,93.85,Satisfactory,Low-Moderate,0.24,42.57,62.36,9.65,24.13,31.37,8.51,0.98,17.7,68.53,2.13,2.98,1.28,O3,No,No,6.386,4.9,7.966,4820.0,2410.0,13014.0,1.97,Acceptable,River,Umiam,Yes,Yes,275970.0,234574.0,234574.0,0.0,Baseline,Handicrafts,Handicrafts,48984.0,222.0,2131.0,51337.0,4.0,3361.0,158487.0,15.2743,0.323919,43.0,Yes,21.0,60.0,29.01
25424,"Jorapokhar, Dhanbad - Jspcb",2018-03-14,2018,3.0,Mar,Monsoon,Jorapokhar,Jharkhand,3.0,22.57,86.42,126.0,Moderate,Moderate,2.03,64.0,97.0,9.16,9.84,24.36,6.8,0.32,98.8,35.31,0.97,2.55,1.03,Pm10,Yes,Yes,6.46,4.9,6.92,7629.0,3135.0,2708.0,5.57,Acceptable,River,Yamuna,Yes,Yes,79998.0,242386.0,230266.7,0.0,Baseline,Mining/Coal,Mining/Coal,1001651.0,139290.0,109871.0,1250812.0,18.0,11664.0,49946.0,6.2541,0.031603,30.0,No,25.0,75.0,17.0
32695,"Rabindra Sarani, Kolkata - Wbpcb",2010-08-15,2013,11.0,May,Monsoon,Kolkata,West Bengal,1.0,22.57,88.36,280.3,Moderate,High,-2.26,130.06,174.15,30.03,75.08,26.0,26.01,1.14,47.16,32.47,6.5,9.1,3.9,Pm10,Yes,Yes,3.847,3.827,6.633,4233.0,2116.0,11429.0,1.46,Acceptable,River,Hooghly,Yes,Yes,49169.0,41794.0,41794.0,0.0,Baseline,Heavy Engineering,Manufacturing,38196.0,1866.0,1486.0,202502.0,3.5,6569.0,10702128.0,6.3249,0.003882,56.5,No,7.5,62.5,21.76
25473,"Town Hall, Amritsar - Ppcb",2019-03-11,2019,3.0,Mar,Summer,Amritsar,Punjab,2.0,31.63,74.87,123.0,Satisfactory,Low,-4.79,37.63,63.42,11.26,10.68,21.68,8.38,0.67,2.35,27.01,2.14,2.1,1.03,Pm10,No,No,4.91,8.16,8.14,443.0,221.0,2708.0,2.14,Acceptable,River,Beas,No,No,2341257.0,2192887.0,1873005.0,0.0,Vehicular Reduction 20%,Textiles,Agro-Industry,58619.0,87.0,107.0,58813.0,6.0,4629.0,876474.0,12.71,0.067102,44.0,Yes,7.0,60.0,25.9
33276,"Siddhapudur, Coimbatore - Tnpcb",2019-12-22,2018,12.0,Dec,Winter,Coimbatore,Tamil Nadu,2.0,11.02,76.97,68.5,Satisfactory,Low,2.35,48.62,97.0,1.93,23.99,45.81,3.98,0.94,2.71,42.09,0.01,0.0,1.03,Pm10,No,No,5.41,2.635,7.498,3596.0,8381.5,4077.0,4.58,Severely Polluted,River,Noyyal,Yes,Yes,2658674.5,2412065.0,2982825.0,0.0,Vehicular Reduction 20%,Textiles,Manufacturing,139177.0,319.0,207.5,139669.0,7.0,8288.0,5460767.0,16.85,0.025577,33.0,No,3.0,73.5,30.8
4535,"Bandra, Mumbai - Mpcb",2015-12-30,2015,12.0,Dec,Winter,Mumbai,Maharastra,1.0,19.08,72.88,164.0,Modrate,Moderate,3.75,71.49,154.26,32.24,43.44,117.52,18.59,0.0,15.15,38.87,0.0,2.55,0.0,Pm10,Yes,Yes,10.01,4.755,7.498,218.0,41.0,1307.5,3.8,Heavily Polluted,River,Ulhas,Yes,No,2658674.5,6974964.5,8353888.0,20.0,Baseline,Petrochemical,Manufacturing,202171.0,420.0,429.0,174319.0,4.5,22127.0,20480822.0,7.965,0.0086994999999999,52.5,No,6.5,63.5,27.05
12254,"Talkatora, Lucknow - Uppcb",2017-01-24,2017,1.0,Jan,Winter,Lucknow,Uttar Pradesh,1.0,22.57,80.95,324.0,Very Poor,Critical,0.18,158.46,97.0,11.63,23.99,27.47,40.51,2.14,9.07,63.08,2.12,10.74,1.03,Pm2.5,Yes,No,4.91,5.39,7.42,50.0,25.0,161.0,2.23,Acceptable,River,Gomti,No,No,3101993.0,2638899.0,2559808.0,20.0,Baseline,Food Processing,Agro-Industry,175115.0,321.0,305.0,175741.0,3.0,1974.0,994842.0,89.03,0.155513,31.0,No,9.0,80.0,27.6
24435,"Kowdiar, Thiruvananthapuram - Kspcb",2018-10-23,2018,10.0,Oct,Post-Monsoon,Thiruvananthapuram,Tamil Nadu,2.0,8.52,76.94,58.0,Satisfctory,Low,-1.86,17.97,33.12,3.1,4.94,5.14,2.65,0.86,5.12,6.58,0.97,2.55,1.03,Pm10,Yes,No,2.89,4.9,7.92,1927.0,3650.0,16081.0,2.55,Acceptable,River,Karamana,Yes,No,616888.0,2412065.0,65758.05,0.0,Baseline,IT/Electronics,It/Electronics,197498.0,30348.0,22061.0,305204.0,2.0,223730.0,794992.0,0.1795,0.0,22.0,No,18.0,60.0,30.1
814,"Bandra, Mumbai - Mpcb",2017-09-14,2017,9.0,Sep,Monsooon,Mumbai,Maharashtra,1.0,19.08,72.88,68.5,Satisfactory,Low,6.87,18.94,54.6,20.57,21.67,41.94,11.87,0.0,12.01,20.46,0.0,0.0,0.0,Pm10,No,No,7.26,2.93,7.0,285.0,77.0,909.0,4.21,Heavily Polluted,River,Ulhas,Yes,Yes,10124611.0,2412065.0,10124611.0,20.0,Baseline,Petrochemical,Manufacturing,163872.0,212.0,307.0,144819.0,9.0,22688.0,21398069.0,12.6789,0.006973,48.0,No,7.0,58.0,25.3
25830,"Jhotwara, Jaipur - Rspcb",2017-06-23,2017,6.0,Jun,Monsoon,Jaipur,Rajasthan,1.0,26.91,78.49,123.0,Satisfctory,Low,6.31,32.3,47.4,11.63,3.27,24.12,3.8,0.68,8.39,32.47,0.0,0.17,1.03,Pm10,No,No,2.89,4.9,8.18,351.0,144.0,10.0,3.19,Moderately Polluted,River,Banas,No,Yes,4014499.0,3462895.0,2559808.0,0.0,Baseline,Gems/Jewellery,Manufacturing,216000.0,247.0,396.0,216458.0,5.0,6694.0,2221598.0,31.97,0.099776,34.0,No,6.0,48.0,25.6
25389,"Anand Vihar, Delhi - Dpcc",2017-04-10,2017,4.0,Apr,Monsoon,Delhi,Delhi,1.0,28.61,77.21,285.0,Pooor,High,0.74,53.08,237.88,33.56,72.06,34.8,37.48,0.29,21.85,54.89,1.11,2.21,0.61,Pm10,Yes,Yes,29.54,2.07,7.245,1600000.0,900000.0,3295.0,3.605,Severely Polluted,River,Yamuna,Yes,Yes,2658674.5,11147870.0,13732330.0,0.0,Baseline,Automobile,Manufacturing,223359.0,312.0,563.0,224290.5,4.5,12387.0,3021893.5,18.525,0.0747095,53.5,No,4.0,55.0,21.0
17812,"Jhotwara, Jaipur - Rspcb",2020-06-18,2020,6.0,Jun,Monsoon,Jaipur,Rajasthan,1.0,26.91,75.79,110.0,Moderate,Moderate,2.5,51.98,121.22,5.33,19.32,21.0,28.6,0.68,8.94,53.48,0.64,1.96,1.03,Pm10,No,No,4.91,4.9,8.41,304.0,118.0,10.0,3.33,Moderately Polluted,River,Banas,Yes,Yes,5222167.0,4511427.0,4177733.0,0.0,Vehicular Reduction 20%,Gems/Jewellery,Manufacturing,96715.0,223.0,205.0,97179.0,6.0,6956.0,2408659.0,13.97,0.040626,33.0,Yes,5.0,53.0,55.99
6278,"Talkatora, Lucknow - Uppcb",2015-09-12,2015,9.0,May,Monsoon,Lucknow,Uttar Pradesh,1.0,22.57,80.95,149.0,Moderate,Moderate,-2.57,72.15,97.0,5.13,9.92,4.3,29.19,1.55,8.9,32.47,0.51,0.44,1.03,Pm10,Yes,No,3.505,4.9,7.498,50.0,25.0,118.0,2.815,Moderately Polluted,River,Gomti,Yes,No,2510799.5,2177752.0,2510799.5,20.0,Baseline,Food Processing,Agro-Industry,233420.0,438.0,548.0,234300.5,3.0,1918.5,951368.5,121.88,0.247223499999999,40.0,No,7.0,60.0,20.5
9930,"Talkatora, Lucknow - Uppcb",2015-12-26,2015,12.0,Dec,Winter,Ahmedabad,Uttar Pradesh,1.0,26.85,80.95,291.0,Pooor,High,0.925,143.01,97.0,16.43,23.99,7.22,41.88,5.09,7.73,54.57,0.42,1.27,1.03,Pm2.5,Yes,No,2.0,4.625,7.175,50.0,1702.0,154.5,2.275,Acceptable,River,Gomti,Yes,No,2510799.5,2177752.0,2510799.5,20.0,Baseline,Food Processing,Agro-Industry,233420.0,438.0,548.0,234300.5,8.0,1937.0,951368.5,121.255,0.247223499999999,26.0,No,7.0,72.0,27.2
18352,"Town Hall, Amritsar - Ppcb",2019-08-01,2019,6.0,May,Monsoon,Amritsar,Punjab,2.0,31.63,74.87,47.0,Good,Low,6.53,23.92,45.63,11.63,10.22,17.6,10.46,0.51,21.06,11.71,3.73,1.13,5.79,Pm10,No,No,4.91,7.15,7.7,3596.0,234.0,1706.0,2.4,Acceptable,River,Beas,No,No,2247837.0,2067761.0,1798269.0,0.0,Vehicular Reduction 20%,Automobile,Power,1720075.0,1991.0,3352.0,1725418.0,3.0,4597.0,825218.0,375.34,2.090863,46.0,Yes,8.0,54.0,25.9
6104,"Jorapokhar, Dhanbad - Jspcb",2019-12-17,2019,12.0,Dec,Winter,Jorapokhar,Jharkhand,3.0,23.69,78.49,106.0,Moderate,Moderate,-0.13,60.75,95.36,8.25,8.58,24.36,6.36,0.3,20.65,50.44,0.97,2.55,1.03,Pm10,Yes,No,8.54,4.97,7.73,6513.0,1530.0,711.0,5.9,Moderately Polluted,River,Damodar,Yes,No,73662.0,2412065.0,309015.05,0.0,Baseline,Mining/Coal,Mining/Coal,976141.0,167843.0,116230.0,1260214.0,10.0,11664.0,40780.0,6.3011,3e-06,43.0,No,4.0,60.0,20.8
2886,"Civil Hospital, Shillong - Mpcb",2019-10-03,2019,10.0,Oct,Post-Monsoon,Shillong,Tamil Nadu,3.0,25.58,91.89,59.0,Satisfctory,Low,1.76,16.97,26.93,1.12,23.99,1.57,3.67,0.53,10.78,32.47,0.6,1.75,1.03,O3,No,No,1.81,7.51,6.95,5859.0,245.0,12072.0,2.17,Acceptable,River,Umiam,No,No,2658674.5,12716.0,12080.2,0.0,Baseline,Handicrafts,Handicrafts,29012.0,6051.0,4894.0,39957.0,5.0,57525.0,79505.0,12.6789,0.0,40.0,No,24.0,60.0,18.7
5686,"Bandra, Mumbai - Mpcb",2015-01-10,2015,1.0,Jan,Monsoon,Delhi,Delhi,1.0,28.61,77.21,376.0,Moderate,Critical,-2.34,435.35,361.74,24.79,46.39,55.19,134.06,0.98,5.91,34.12,4.87,9.44,4.76,Pm10,Yes,No,29.44,1.39,7.43,1600000.0,900000.0,3693.0,5.72,Severely Polluted,River,Yamuna,Yes,Yes,11390043.0,9714619.0,11390043.0,0.0,Baseline,Mixed Industrial,Manufacturing,89441.0,202.0,271.0,258611.0,5.0,11876.0,2592860.0,21.01,0.0901,44.0,No,5.0,61.0,25.0
25492,"Btm Layout, Bengaluru - Kspcb",2015-05-27,2015,5.0,May,Summer,Ahmedabad,Karnataka,1.0,12.97,77.59,93.0,Satisfactory,Low,3.81,31.7,61.14,2.97,23.99,9.27,2.77,4.79,4.02,32.47,3.77,1.05,1.03,Pm10,No,No,5.05,5.655,7.52,16199.0,4548.0,1140.5,3.495,Moderately Polluted,River,Arkavathi,Yes,No,6450762.5,5964989.5,6450762.5,0.0,Baseline,IT/Electronics,Agro-Industry,202028.0,288.0,358.5,202674.5,9.0,4584.5,2650026.0,44.29,0.031603,63.5,No,5.5,60.0,16.3
12482,"Anand Vihar, Delhi - Dpcc",2017-08-13,2017,6.0,Aug,Monsooon,Delhi,Delhi,1.0,28.61,77.21,111.0,Moderate,Moderate,-1.63,43.0,95.59,19.7,33.74,0.0,31.66,0.0,9.4,34.08,0.0,2.55,0.36,Pm10,No,No,4.91,1.27,7.38,1600000.0,900000.0,4624.0,5.75,Severely Polluted,River,Yamuna,Yes,Yes,13732276.0,11250796.0,13732276.0,0.0,Baseline,Mixed Industrial,Manufacturing,245688.0,243.0,587.0,201860.0,6.0,11664.0,3002818.0,16.92,0.066136,55.0,No,5.0,66.0,25.7
10261,"Bandra, Mumbai - Mpcb",2019-12-26,2019,6.0,Dec,Winter,Brajrajnagar,Odisha,3.0,22.57,83.92,123.0,Poor,High,-0.81,99.98,97.0,29.18,13.52,37.05,68.74,1.19,6.31,16.64,28.56,2.55,1.03,Pm10,Yes,Yes,4.91,4.8,7.498,2876.0,5344.0,2708.0,3.94,Acceptable,River,Ib,Yes,No,69733.0,208001.0,197600.95,0.0,Baseline,Coal/Power,Coal/Power,860884.0,64087.0,53578.0,978549.0,10.0,11664.0,51510.0,6.5237,0.031603,32.0,No,2.0,60.0,35.2
13873,"Gvm Corporation, Visakhapatnam - Appcb",2019-10-16,2019,10.0,Oct,Monsoon,Visakhapatnam,Andhra Pradesh,1.0,22.57,83.22,83.0,Satisfactory,Low,0.74,53.08,56.18,5.98,29.73,20.68,16.27,0.74,24.58,52.67,2.97,8.97,1.6,Pm10,No,No,3.16,4.41,7.63,298.0,29.0,10.0,3.0,Moderately Polluted,River,Gosthani,Yes,No,2599732.0,2412065.0,2599732.0,0.0,Vehicular Reduction 20%,Steel/Port,Mining,182015.0,333.0,466.0,182650.0,1.0,592.0,189800.0,318.76,0.962329,32.0,No,5.0,51.0,15.8
14141,"Secretariat, Amaravati - Appcb",2018-09-07,2018,9.0,Sep,Monsoon,Amaravati,Andhra Pradesh,2.0,22.57,80.52,90.0,Satisfactory,Low,-3.51,31.3,101.05,9.49,23.99,21.23,18.06,1.48,11.06,35.61,0.08,0.16,0.1,Pm10,No,Yes,2.81,5.65,7.498,3596.0,6793.0,2708.0,3.35,Acceptable,River,Krishna,No,No,292419.0,35562.0,33783.9,0.0,Baseline,Agro-processing,Agro-Processing,124787.0,9938.0,623.0,147083.0,2.0,124393.0,252174.0,0.1961,0.0,24.0,No,17.0,77.0,32.1
13357,"Chaltlang, Aizawl - Mppcb",2016-09-15,2016,9.0,May,Monsoon,Aizawl,Mizoram,3.0,23.73,92.72,88.78,Satisfactory,Low-Moderate,0.74,53.08,51.78,2.96,23.99,9.61,7.06,0.2,22.62,33.1,1.76,2.47,1.06,Pm10,No,No,7.092,3.624,7.498,2304.0,1152.0,6221.0,2.06,Polluted,River,Tlawng,Yes,Yes,271056.0,2412065.0,230398.0,0.0,Baseline,Handicrafts,Handicrafts,31119.0,1862.0,906.0,33887.0,16.0,3287.0,74119.0,10.3094,0.457197,61.0,No,5.0,66.0,30.13
30368,"Btm Layout, Bengaluru - Kspcb",2015-08-18,2015,8.0,Aug,Monsooon,Bengaluru,Karnataka,1.0,12.97,77.59,229.0,Poor,High,-6.625,53.08,59.31,11.63,19.73,12.9,38.79,21.83,10.78,3.75,2.18,23.34,1.03,Pm10,Yes,No,6.08,4.9,7.49,52221.5,16691.0,2708.0,4.51,Heavily Polluted,River,Arkavathi,Yes,No,6477138.0,5979183.0,6477138.0,0.0,Baseline,IT/Electronics,Power,208446.0,783.5,1811.5,795382.0,8.5,4745.0,2634989.0,167.57,0.3116855,61.5,No,4.5,58.0,17.05
4450,"Talkatora, Lucknow - Uppcb",2016-06-27,2016,6.0,Jun,Monsoon,Lucknow,Uttar Pradesh,1.0,26.85,80.95,144.0,Moderate,Moderate,4.33,95.89,97.0,3.64,23.99,4.62,29.38,4.1,6.75,29.62,0.44,0.03,1.03,Pm10,Yes,No,2.1,4.9,7.215,50.0,25.0,70.0,2.195,Acceptable,River,Gomti,No,No,2705021.0,2412394.5,2705021.0,20.0,Baseline,Food Processing,Agro-Industry,197498.0,420.0,423.0,206060.5,2.0,1950.5,1006211.0,107.395,0.205895,37.5,No,5.0,67.0,26.9
25670,"Igsc Planetarium, Patna - Bspcb",2020-05-04,2020,5.0,May,Summer,Patna,Bihar,1.0,25.59,85.14,148.0,Moderate,Moderate,-5.73,27.38,443.59,11.63,33.4,76.8,7.49,0.34,14.98,53.72,0.69,1.32,0.09,Pm10,No,No,4.91,4.81,7.1,21929.0,1702.0,14.0,4.13,Heavily Polluted,River,Ganga,Yes,No,2658674.5,2566284.0,2362045.5,0.0,Vehicular Reduction 20%,Brick Kiln,Power,711754.5,1607.5,1425.5,714718.5,8.5,2026.0,466913.0,352.51,1.5166955,44.0,Yes,4.5,60.0,25.9
18862,"Bandra, Mumbai - Mpcb",2015-12-17,2015,12.0,Dec,Winter,Ahmedabad,Gujarat,1.0,23.03,72.59,123.0,Very Poor,Critical,1.48,72.45,97.0,14.15,72.18,37.37,16.27,14.15,64.9,51.78,4.07,32.31,6.93,Pm10,Yes,Yes,2.415,5.85999999999999,7.93999999999999,50.0,25.0,1879.0,2.2,Acceptable,River,Sabarmati,No,No,2658674.5,4016784.0,4570115.5,0.0,Baseline,Pharmaceuticals,Chemical,285639.5,432.0,643.5,286785.5,6.0,10346.0,5665999.0,27.695,0.050707,40.0,No,5.0,80.0,25.9
29109,"Rabindra Sarani, Kolkata - Wbpcb",2020-04-03,2018,4.0,Apr,Summer,Kolkata,West Bengal,1.0,22.57,88.36,100.0,Satisfactory,Low,10.47,43.08,71.67,5.13,23.99,18.42,17.37,0.62,10.78,58.44,3.05,7.42,0.66,Pm10,No,No,5.475,4.9,7.405,16546.5,9112.0,1242538.0,4.0,Heavily Polluted,River,Hooghly,Yes,No,6203960.0,5118916.0,4963168.0,20.0,Vehicular Reduction 20%,Heavy Engineering,Manufacturing,481254.0,420.0,824.5,483210.5,4.0,27559.0,12845293.0,17.56,0.0390774999999999,67.5,Yes,5.5,54.5,25.2
14674,"Jorapokhar, Dhanbad - Jspcb",2019-02-04,2019,2.0,Feb,Winter,Jorapokhar,Jharkhand,1.0,23.69,86.42,233.0,Poor,High,-2.16,96.46,429.29,9.56,9.96,24.36,6.33,0.3,95.05,16.01,0.97,2.55,1.03,Pm10,Yes,Yes,4.77,3.28,6.69,5999.0,7817.0,7607.0,4.63,Moderately Polluted,River,Damodar,Yes,Yes,48314.0,2412065.0,2559808.0,0.0,Baseline,Mining/Coal,Mining/Coal,1429011.0,110731.0,127470.0,1667212.0,11.0,35553.0,71986.0,8.3361,2e-06,39.0,No,6.0,56.0,25.9
31892,"Vikas Sadan, Gurugram - Hspcb",2019-08-02,2019,8.0,Aug,Monsoon,Gurugram,Haryana,1.0,28.46,77.03,64.0,Satisfactory,Low,-4.92,32.03,82.08,11.63,7.11,8.03,20.07,0.57,10.78,27.73,2.0,5.99,2.72,Pm10,No,No,4.17,5.05,7.498,14894.0,7111.0,4059.0,3.81,Acceptable,River,Sahibi,Yes,No,1041883.0,215742.0,204954.9,0.0,Baseline,Automobile,Manufacturing,745362.0,83253.0,68846.0,202502.0,12.0,11664.0,2033705.0,0.5983,0.0,58.0,No,12.0,42.0,17.5
10731,"Anand Vihar, Delhi - Dpcc",2013-05-15,2018,6.0,May,Summer,Delhi,Delhi,1.0,28.61,77.21,193.03,Moderate,Moderate,4.03,78.11,97.72,6.75,16.88,26.0,15.62,2.57,53.43,137.13,3.91,5.47,2.34,O3,Yes,No,7.359,4.9,8.01,3703.0,1852.0,9998.0,1.8,Acceptable,River,Yamuna,Yes,No,272947.0,232005.0,232005.0,0.0,Baseline,Mixed Industrial,Manufacturing,19514.0,520.0,694.0,20728.0,5.0,1416.0,2307636.0,14.6384,0.008982,44.0,No,5.0,61.0,35.0
6298,"Vikas Sadan, Gurugram - Hspcb",2019-03-08,2018,3.0,May,Summr,Gurugram,Tamil Nadu,1.0,28.46,77.03,154.0,Moderate,Moderate,0.74,66.24,174.95,11.63,18.99,27.46,45.05,0.31,8.07,32.47,0.0,0.0,15.62,Pm10,Yes,Yes,4.91,4.81,7.56,12024.0,679.0,2156.0,3.41,Acceptable,River,Yamuna,No,No,2658674.5,117946.0,112048.7,0.0,Baseline,Automobile,Automobile,197498.0,420.0,81334.0,202502.0,20.0,264785.0,1478588.0,0.6797,0.0,22.0,No,7.0,66.0,24.0
10184,"Bandra, Mumbai - Mpcb",2016-06-01,2016,6.0,May,Monsooon,Mumbai,Maharashtra,1.0,19.08,78.49,65.0,Satisfactory,Low,0.74,53.08,47.52,21.6,12.87,26.0,16.27,0.0,11.46,18.76,0.0,0.0,0.0,Pm10,No,No,12.47,4.9,7.135,3596.0,1702.0,1117.0,4.02999999999999,Heavily Polluted,River,Ulhas,Yes,Yes,8968889.0,2412065.0,8968889.0,0.0,Baseline,Petrochemical,Manufacturing,223630.5,312.0,483.5,221798.0,6.0,21786.0,1938507.5,12.6789,0.0104525,56.0,No,7.5,74.5,24.4
30176,"Talkatora, Lucknow - Uppcb",2018-09-28,2018,9.0,Sep,Monsooon,Lucknow,Uttar Pradesh,1.0,22.57,80.95,132.0,Modrate,Moderate,0.74,76.75,97.0,8.1,29.35,21.52,16.27,1.09,4.75,27.33,0.64,0.36,1.03,Pm10,Yes,No,3.08,5.705,7.498,50.0,25.0,30.5,2.47,Acceptable,River,Gomti,Yes,No,2658674.5,2818780.0,3217316.5,20.0,Baseline,Food Processing,Agro-Industry,186169.0,268.0,623.0,186751.0,6.0,1990.0,1089617.5,93.79,0.173921,36.0,No,7.0,51.0,16.15
